age,workclass,education,marital-status,race,sex,hours-per-week,income
53,Public,10,Single,Black,Male,40,<=50K
52,Private,9,Single,White,Female,40,<=50K
29,Private,9,Married,White,Male,55,<=50K
32,Self-emp,9,Married,White,Male,40,>50K
48,Self-emp,13,Married,White,Female,20,>50K
30,Private,10,Single,White,Male,40,<=50K
34,Private,9,Married,White,Male,20,<=50K
39,Private,9,Single,White,Male,50,<=50K
28,Private,7,Single,White,Male,40,<=50K
17,Private,8,Single,White,Female,10,<=50K
54,Private,13,Single,White,Female,50,<=50K
24,Private,10,Single,White,Male,40,<=50K
25,Private,9,Single,White,Female,40,<=50K
25,Private,7,Single,White,Female,12,<=50K
48,Public,10,Married,White,Female,40,>50K
24,Private,13,Single,White,Female,40,<=50K
31,Private,10,Married,Asian,Male,50,<=50K
47,Private,10,Married,White,Male,40,>50K
45,Private,13,Married,White,Male,40,>50K
19,Private,10,Single,White,Female,25,<=50K
52,Self-emp,10,Married,White,Male,50,>50K
52,Private,9,Married,White,Male,40,<=50K
60,Private,9,Married,White,Male,28,<=50K
43,Private,14,Married,White,Male,50,>50K
24,Private,12,Single,White,Female,30,<=50K
51,Private,9,Single,White,Female,40,<=50K
38,Self-emp,5,Single,White,Male,40,<=50K
21,Private,10,Single,White,Female,10,<=50K
40,Self-emp,9,Married,White,Male,50,>50K
54,Private,10,Married,White,Female,40,<=50K
35,Private,13,Single,White,Male,50,<=50K
38,Private,7,Single,Black,Male,40,<=50K
53,Private,9,Married,White,Male,40,>50K
35,Private,9,Single,Black,Male,40,<=50K
43,Self-emp,10,Single,White,Female,42,<=50K
29,Private,13,Married,White,Male,40,<=50K
29,Private,9,Married,Amer-Indian,Male,65,<=50K
27,Private,9,Single,White,Female,40,<=50K
58,Private,13,Married,White,Male,40,<=50K
64,Private,9,Married,White,Male,18,<=50K
53,Private,9,Married,Black,Female,32,<=50K
21,Private,9,Single,White,Female,30,<=50K
40,Self-emp,12,Single,White,Male,30,<=50K
52,Public,16,Married,White,Male,40,>50K
38,Private,11,Single,White,Male,50,<=50K
39,Private,9,Married,White,Male,40,<=50K
68,Private,16,Married,White,Male,55,>50K
24,Private,9,Single,White,Male,38,<=50K
38,Self-emp,15,Married,White,Male,50,>50K
43,Self-emp,15,Married,Black,Male,99,>50K
38,Private,13,Single,White,Female,70,<=50K
45,Private,9,Married,White,Male,40,>50K
18,Private,7,Single,White,Male,55,<=50K
57,Public,14,Married,White,Male,50,>50K
49,Private,9,Single,Black,Female,35,<=50K
25,Private,10,Single,White,Female,40,<=50K
52,Public,10,Single,White,Male,40,<=50K
56,Private,6,Single,White,Male,56,<=50K
26,Self-emp,10,Single,White,Male,48,<=50K
19,Private,9,Single,White,Female,40,<=50K
25,Self-emp,13,Single,Asian,Female,40,<=50K
25,Private,9,Married,White,Female,30,<=50K
21,Private,9,Single,White,Male,45,<=50K
48,Self-emp,4,Married,White,Male,40,<=50K
33,Public,14,Married,White,Male,60,<=50K
31,Public,9,Single,Hispanic,Male,40,<=50K
26,Self-emp,9,Single,White,Male,65,<=50K
37,Public,13,Single,White,Male,38,<=50K
20,Private,10,Single,White,Male,20,<=50K
28,Private,10,Married,Hispanic,Male,60,<=50K
49,Private,9,Married,White,Female,20,<=50K
49,Private,14,Married,White,Male,40,>50K
51,Private,10,Married,White,Female,40,>50K
40,Private,10,Married,White,Male,40,<=50K
24,Private,11,Single,White,Female,40,<=50K
18,Private,8,Single,White,Male,24,<=50K
41,Private,6,Married,Black,Male,40,>50K
46,Private,9,Married,White,Male,40,>50K
46,Private,9,Married,White,Female,40,<=50K
64,Private,6,Married,White,Male,40,>50K
50,Self-emp,15,Married,White,Male,40,>50K
53,Public,14,Married,White,Male,36,>50K
21,Private,9,Single,White,Male,40,<=50K
22,Public,10,Married,White,Male,25,<=50K
37,Private,13,Single,White,Female,45,>50K
39,Public,15,Single,White,Male,55,>50K
30,Private,13,Married,Asian,Male,40,<=50K
25,Private,13,Single,White,Male,40,<=50K
26,Private,10,Single,Black,Female,40,<=50K
43,Private,13,Single,White,Male,50,<=50K
59,Private,9,Married,White,Female,60,<=50K
27,Private,9,Married,White,Female,40,<=50K
55,Private,6,Married,Black,Male,40,>50K
20,Private,10,Single,White,Male,12,<=50K
25,Private,11,Single,White,Female,36,<=50K
28,Private,12,Single,White,Male,40,<=50K
29,Private,13,Single,White,Male,50,<=50K
60,Private,7,Married,White,Male,40,>50K
37,Public,13,Married,White,Female,50,>50K
25,Private,7,Single,White,Female,40,<=50K
27,Private,10,Married,White,Male,60,<=50K
50,Public,13,Married,White,Male,40,>50K
41,Self-emp,10,Married,White,Male,70,<=50K
46,Private,4,Married,White,Male,47,<=50K
35,Private,11,Single,Black,Female,40,<=50K
40,Private,9,Single,Black,Male,40,<=50K
49,Private,13,Married,White,Male,40,>50K
29,Private,13,Single,White,Female,50,<=50K
43,Public,13,Single,White,Female,40,<=50K
39,Private,12,Single,Black,Male,60,<=50K
35,Private,9,Single,White,Male,60,<=50K
52,Private,10,Married,White,Male,40,<=50K
25,Private,10,Single,Black,Male,40,<=50K
20,Self-emp,9,Single,White,Female,30,<=50K
46,Private,10,Single,White,Female,10,<=50K
24,Private,13,Single,White,Male,40,<=50K
29,Private,13,Married,Asian,Male,30,<=50K
21,Private,10,Single,White,Male,40,<=50K
37,Public,13,Single,White,Female,50,<=50K
43,Public,9,Single,White,Male,40,<=50K
19,Private,9,Single,White,Female,26,<=50K
47,Private,9,Married,White,Male,45,<=50K
61,Private,9,Married,White,Male,45,>50K
35,Private,9,Married,White,Male,60,<=50K
60,Private,6,Married,Black,Male,40,<=50K
27,Private,10,Single,White,Female,40,<=50K
57,Public,13,Married,Asian,Male,35,<=50K
56,Private,2,Married,White,Male,40,<=50K
27,Private,9,Single,White,Female,40,<=50K
47,Private,4,Married,Black,Female,35,<=50K
19,Private,9,Single,White,Male,30,<=50K
28,Self-emp,8,Single,White,Female,30,<=50K
43,Private,6,Married,White,Male,40,<=50K
63,Public,10,Single,White,Female,35,<=50K
25,Private,9,Single,Asian,Female,40,<=50K
35,Self-emp,9,Single,White,Male,40,>50K
20,Private,9,Single,White,Female,40,<=50K
48,Private,6,Married,White,Male,70,<=50K
30,Public,13,Single,Black,Female,40,<=50K
31,Private,13,Married,White,Male,40,>50K
20,Private,9,Single,Asian,Female,24,<=50K
57,Public,14,Married,White,Male,50,>50K
41,Private,11,Married,White,Female,44,>50K
33,Private,9,Single,White,Female,40,<=50K
27,Private,11,Married,White,Male,40,<=50K
34,Private,9,Married,White,Male,60,>50K
22,Private,6,Single,White,Male,30,<=50K
50,Private,12,Married,Black,Female,40,>50K
40,Self-emp,13,Married,White,Male,45,>50K
37,Private,9,Married,White,Male,51,<=50K
53,Private,14,Married,White,Male,55,>50K
38,Self-emp,10,Married,White,Male,40,>50K
38,Public,9,Single,White,Male,40,<=50K
51,Private,9,Married,Black,Male,40,<=50K
18,Private,10,Single,White,Male,16,<=50K
41,Private,7,Married,White,Male,40,>50K
33,Private,9,Single,White,Female,40,<=50K
33,Private,13,Single,White,Female,40,<=50K
67,Public,10,Married,White,Male,40,<=50K
47,Self-emp,9,Married,White,Male,50,>50K
24,Private,10,Single,White,Male,40,<=50K
32,Public,4,Married,White,Male,40,<=50K
29,Private,9,Single,White,Female,40,<=50K
25,Private,11,Single,White,Male,45,<=50K
33,Private,10,Single,White,Female,40,<=50K
55,Private,13,Married,White,Male,40,<=50K
31,Private,10,Married,White,Male,40,>50K
32,Public,14,Married,White,Male,50,<=50K
18,Private,9,Single,White,Male,3,<=50K
36,Private,9,Single,White,Female,50,<=50K
58,Private,9,Married,White,Female,27,<=50K
34,Private,14,Married,White,Male,50,>50K
38,Private,7,Single,White,Male,40,<=50K
21,Private,9,Single,Black,Female,40,<=50K
36,Self-emp,9,Single,White,Male,50,<=50K
37,Private,13,Married,Black,Female,40,>50K
43,Private,9,Married,Black,Female,21,<=50K
52,Public,13,Married,White,Male,40,<=50K
48,Private,11,Single,White,Female,40,<=50K
43,Private,10,Single,White,Female,38,<=50K
22,Private,9,Single,White,Male,40,<=50K
57,Private,3,Single,White,Male,40,<=50K
37,Private,12,Single,White,Female,40,<=50K
39,Private,10,Single,Asian,Female,38,<=50K
54,Private,10,Married,White,Male,40,>50K
27,Private,12,Single,White,Male,40,<=50K
21,Private,9,Single,White,Female,35,<=50K
38,Private,10,Single,White,Female,38,<=50K
30,Private,10,Married,White,Female,40,<=50K
22,Private,5,Single,White,Female,40,<=50K
26,Private,13,Married,White,Male,50,<=50K
25,Private,7,Single,White,Male,40,<=50K
47,Private,11,Married,White,Male,50,>50K
23,Private,12,Single,White,Male,60,<=50K
42,Private,9,Married,Black,Male,40,>50K
39,Self-emp,10,Single,Asian,Male,30,<=50K
55,Private,16,Married,White,Male,60,>50K
24,Public,14,Married,Asian,Female,10,<=50K
46,Self-emp,13,Married,White,Male,40,>50K
53,Private,9,Married,White,Male,40,>50K
44,Private,7,Single,Black,Female,60,<=50K
40,Private,9,Single,Black,Female,40,<=50K
48,Private,10,Married,White,Male,40,>50K
26,Private,11,Single,White,Female,35,<=50K
22,Private,9,Single,White,Female,40,<=50K
43,Private,9,Single,White,Female,40,<=50K
37,Public,9,Married,White,Female,25,<=50K
30,Private,9,Married,Asian,Male,40,<=50K
41,Private,9,Married,Amer-Indian,Male,50,<=50K
38,Private,15,Married,White,Male,60,>50K
42,Self-emp,9,Married,White,Male,50,<=50K
20,Private,9,Single,Black,Male,40,<=50K
36,Private,13,Single,White,Female,40,<=50K
32,Public,11,Single,Asian,Male,40,<=50K
27,Private,13,Married,White,Male,40,>50K
25,Public,10,Single,White,Male,45,<=50K
40,Private,14,Single,White,Male,40,<=50K
49,Private,13,Married,White,Male,45,>50K
17,Private,7,Single,White,Female,16,<=50K
29,Private,9,Single,White,Female,40,<=50K
47,Private,15,Married,Asian,Male,55,>50K
24,Self-emp,10,Single,White,Male,45,<=50K
29,Private,9,Single,White,Male,40,<=50K
45,Private,10,Married,White,Female,24,>50K
30,Private,8,Married,White,Male,50,<=50K
19,Private,10,Single,White,Male,20,<=50K
59,Private,6,Married,White,Male,40,>50K
47,Private,4,Married,White,Female,30,<=50K
41,Private,10,Married,Black,Male,40,<=50K
28,Private,12,Single,White,Male,40,<=50K
46,Private,12,Married,White,Male,40,>50K
40,Self-emp,10,Married,White,Male,60,<=50K
66,Public,6,Single,Black,Female,40,<=50K
30,Public,13,Single,Black,Male,45,>50K
44,Self-emp,10,Single,White,Male,12,<=50K
58,Self-emp,9,Married,White,Male,60,>50K
21,Private,4,Single,White,Male,48,<=50K
59,Private,5,Married,Black,Female,40,<=50K
35,Public,10,Married,White,Male,40,<=50K
45,Private,5,Married,Black,Male,40,>50K
30,Private,9,Married,White,Male,40,<=50K
33,Private,9,Single,Black,Male,40,<=50K
26,Private,10,Single,White,Female,15,<=50K
48,Private,10,Single,Black,Female,35,<=50K
31,Private,9,Single,Asian,Female,40,<=50K
36,Private,9,Married,White,Male,45,<=50K
48,Private,9,Single,White,Female,38,<=50K
30,Private,9,Married,White,Male,40,<=50K
33,Private,9,Married,White,Male,50,>50K
37,Public,12,Married,Black,Female,40,>50K
53,Private,13,Married,White,Male,45,>50K
18,Private,10,Single,White,Female,40,<=50K
38,Private,10,Married,White,Male,50,>50K
34,Private,10,Single,White,Male,50,<=50K
45,Private,13,Married,White,Male,52,>50K
33,Public,11,Married,White,Male,60,<=50K
35,Private,11,Married,White,Female,44,<=50K
22,Private,9,Single,Black,Male,40,<=50K
35,Private,9,Single,White,Female,30,<=50K
45,Private,9,Married,Amer-Indian,Male,8,<=50K
17,Private,7,Single,White,Male,45,<=50K
50,Private,9,Married,White,Male,45,<=50K
38,Public,13,Married,White,Male,50,>50K
33,Private,10,Married,White,Male,50,>50K
46,Private,9,Married,White,Male,35,<=50K
25,Private,13,Single,White,Female,50,<=50K
64,Private,9,Married,White,Male,40,<=50K
62,Self-emp,10,Married,White,Male,10,<=50K
32,Private,9,Married,White,Male,60,>50K
17,Private,7,Single,White,Male,20,<=50K
61,Private,9,Married,White,Male,55,<=50K
40,Public,16,Single,Black,Female,40,<=50K
21,Private,9,Single,White,Female,40,<=50K
39,Private,13,Married,White,Male,50,>50K
35,Self-emp,10,Married,White,Male,45,<=50K
29,Private,11,Married,White,Male,40,<=50K
27,Public,12,Single,Black,Male,40,<=50K
20,Private,12,Single,White,Female,40,<=50K
51,Public,14,Single,White,Male,40,<=50K
45,Private,9,Single,Black,Female,15,<=50K
31,Private,10,Married,White,Male,40,<=50K
29,Private,9,Single,Black,Male,40,<=50K
56,Private,13,Married,White,Male,30,<=50K
55,Self-emp,10,Single,White,Female,12,>50K
26,Private,10,Single,White,Male,20,<=50K
46,Private,10,Married,White,Male,45,>50K
38,Public,9,Married,White,Male,40,<=50K
28,Private,9,Married,White,Male,40,<=50K
27,Private,4,Single,White,Male,35,<=50K
23,Private,5,Married,White,Male,40,<=50K
59,Private,6,Married,White,Male,40,<=50K
26,Private,8,Single,Hispanic,Male,48,<=50K
36,Private,6,Single,White,Male,40,<=50K
18,Private,9,Single,White,Female,15,<=50K
33,Private,5,Single,White,Male,70,<=50K
60,Self-emp,11,Married,White,Female,15,>50K
40,Private,9,Single,White,Female,48,<=50K
48,Private,9,Married,White,Male,43,<=50K
27,Self-emp,6,Married,White,Male,48,<=50K
19,Private,10,Single,White,Male,20,<=50K
38,Private,13,Married,White,Male,50,>50K
38,Private,10,Single,White,Male,43,<=50K
45,Public,11,Married,White,Male,40,<=50K
20,Private,10,Single,White,Female,20,<=50K
32,Public,9,Single,White,Male,40,<=50K
22,Private,10,Single,White,Female,13,<=50K
22,Private,9,Single,White,Male,40,<=50K
38,Public,9,Single,Black,Female,38,<=50K
34,Private,9,Married,White,Male,50,>50K
46,Private,2,Married,Hispanic,Female,30,<=50K
39,Private,13,Single,White,Female,25,<=50K
79,Self-emp,9,Married,White,Female,24,<=50K
24,Private,9,Single,White,Male,40,<=50K
31,Private,10,Married,White,Male,65,<=50K
37,Self-emp,13,Married,Asian,Male,77,<=50K
23,Private,9,Single,White,Male,40,<=50K
31,Private,10,Married,White,Male,45,<=50K
29,Private,13,Married,White,Male,40,>50K
22,Public,13,Single,White,Female,43,<=50K
55,Public,9,Single,White,Female,38,<=50K
43,Private,9,Single,White,Male,40,<=50K
23,Private,4,Single,Hispanic,Male,36,<=50K
29,Private,9,Single,White,Male,35,<=50K
38,Private,11,Single,White,Female,40,<=50K
22,Private,10,Single,White,Male,42,<=50K
25,Private,9,Married,White,Male,84,>50K
29,Private,10,Single,White,Male,45,<=50K
25,Public,10,Single,Black,Male,40,<=50K
33,Public,9,Single,White,Female,40,<=50K
33,Private,13,Single,White,Male,40,>50K
31,Private,16,Single,White,Female,28,<=50K
30,Public,14,Married,White,Male,45,>50K
55,Private,13,Married,White,Male,40,<=50K
36,Private,8,Single,White,Male,50,<=50K
28,Private,13,Single,White,Male,40,>50K
42,Private,14,Married,White,Male,40,>50K
51,Private,12,Single,White,Male,55,<=50K
62,Public,13,Single,Black,Female,40,<=50K
65,Self-emp,10,Married,White,Male,35,>50K
23,Private,13,Married,White,Male,40,<=50K
47,Private,4,Married,Black,Male,60,>50K
50,Self-emp,9,Single,White,Female,40,<=50K
32,Self-emp,13,Married,White,Male,40,<=50K
37,Public,10,Married,White,Male,40,<=50K
38,Private,9,Single,White,Male,40,>50K
76,Private,6,Married,Black,Female,12,<=50K
54,Private,13,Single,Black,Female,60,<=50K
32,Public,13,Married,White,Male,40,>50K
31,Private,10,Single,White,Female,52,<=50K
31,Public,13,Single,White,Male,50,>50K
65,Self-emp,15,Single,White,Male,40,<=50K
30,Private,9,Married,White,Male,60,>50K
21,Private,10,Single,White,Female,10,<=50K
40,Public,14,Married,Asian,Male,40,>50K
26,Public,10,Single,White,Female,40,<=50K
18,Private,7,Single,White,Female,8,<=50K
34,Public,9,Married,White,Male,50,<=50K
66,Public,10,Single,White,Female,40,>50K
44,Self-emp,10,Single,White,Male,60,<=50K
30,Private,12,Single,White,Female,40,<=50K
36,Self-emp,13,Single,White,Male,40,<=50K
38,Private,10,Married,White,Male,50,>50K
22,Private,10,Single,White,Male,20,<=50K
23,Private,9,Single,Asian,Male,40,<=50K
49,Private,14,Married,White,Male,50,>50K
39,Self-emp,13,Single,White,Male,35,<=50K
19,Private,10,Single,White,Male,16,<=50K
30,Private,12,Married,White,Male,50,>50K
25,Private,10,Single,Asian,Female,40,<=50K
24,Private,9,Single,Asian,Male,30,<=50K
46,Private,9,Married,White,Male,40,<=50K
37,Private,14,Married,White,Male,45,<=50K
41,Public,9,Married,White,Male,40,<=50K
40,Self-emp,10,Married,White,Male,20,<=50K
44,Private,9,Single,White,Female,40,<=50K
32,Private,9,Married,White,Male,40,<=50K
58,Private,9,Married,Black,Male,20,>50K
48,Private,9,Married,White,Male,48,<=50K
34,Private,13,Married,White,Male,40,<=50K
29,Private,11,Single,Black,Female,40,<=50K
38,Self-emp,13,Married,White,Male,50,>50K
36,Public,9,Single,Asian,Male,40,<=50K
59,Public,13,Single,White,Male,38,<=50K
29,Private,8,Married,White,Male,40,<=50K
25,Private,9,Married,White,Male,40,<=50K
27,Private,12,Single,Asian,Female,35,<=50K
48,Private,9,Married,White,Male,70,<=50K
51,Public,16,Single,White,Female,70,>50K
36,Private,9,Single,White,Male,45,>50K
42,Public,7,Single,White,Male,50,>50K
49,Public,13,Married,White,Male,40,>50K
33,Private,10,Single,White,Male,20,<=50K
40,Private,13,Single,White,Male,60,>50K
26,Private,13,Single,White,Female,40,<=50K
59,Private,9,Married,White,Male,30,<=50K
30,Private,9,Single,White,Female,40,<=50K
31,Public,12,Married,White,Female,35,<=50K
30,Private,13,Married,White,Male,50,>50K
27,Private,13,Single,White,Female,40,<=50K
56,Private,12,Single,White,Female,40,<=50K
24,Private,9,Married,White,Male,40,<=50K
47,Private,13,Single,White,Female,50,<=50K
51,Private,13,Single,Black,Male,35,<=50K
34,Private,9,Married,White,Male,45,<=50K
47,Private,9,Single,Black,Male,9,<=50K
47,Private,10,Married,White,Male,44,>50K
20,Private,10,Single,Asian,Female,40,<=50K
34,Self-emp,9,Married,White,Male,54,>50K
31,Private,7,Single,White,Female,40,<=50K
42,Private,11,Single,White,Female,32,<=50K
38,Private,3,Married,White,Male,40,<=50K
56,Private,9,Married,White,Female,40,<=50K
53,Private,9,Married,White,Male,40,>50K
26,Private,10,Married,White,Male,50,>50K
81,Private,10,Single,White,Female,20,<=50K
57,Public,10,Single,White,Male,48,>50K
34,Private,9,Single,White,Female,40,<=50K
24,Private,11,Single,Black,Female,40,<=50K
20,Private,9,Single,White,Male,40,<=50K
68,Public,10,Single,Black,Female,40,<=50K
60,Private,9,Single,White,Female,32,<=50K
37,Public,10,Married,White,Male,40,<=50K
25,Private,4,Single,White,Male,40,<=50K
36,Public,9,Married,White,Male,40,<=50K
45,Private,12,Married,White,Male,40,<=50K
34,Private,10,Married,White,Male,60,>50K
31,Private,13,Single,White,Female,70,<=50K
47,Self-emp,13,Married,White,Male,60,<=50K
60,Self-emp,9,Married,White,Male,42,>50K
75,Private,13,Married,White,Male,24,<=50K
43,Public,10,Married,White,Male,40,<=50K
18,Private,9,Single,White,Male,40,<=50K
25,Private,13,Single,Asian,Female,40,<=50K
20,Private,9,Single,White,Female,40,<=50K
32,Private,9,Single,White,Female,50,<=50K
57,Self-emp,13,Married,White,Male,20,<=50K
43,Private,10,Married,White,Male,60,>50K
18,Self-emp,9,Single,White,Male,40,<=50K
41,Public,13,Single,Black,Female,40,<=50K
48,Private,9,Single,White,Male,40,<=50K
35,Private,9,Married,White,Male,90,>50K
41,Public,11,Married,White,Male,40,<=50K
23,Private,9,Single,Black,Female,20,<=50K
32,Public,13,Married,White,Male,45,>50K
33,Private,9,Single,White,Male,40,<=50K
58,Private,9,Married,White,Male,40,<=50K
22,Private,10,Single,White,Male,65,<=50K
33,Private,10,Single,White,Female,50,<=50K
42,Self-emp,15,Married,White,Male,38,>50K
25,Private,9,Single,White,Female,40,<=50K
39,Private,9,Married,White,Male,50,>50K
35,Private,13,Married,White,Male,45,>50K
50,Private,10,Married,White,Female,38,>50K
38,Public,14,Married,White,Male,50,>50K
25,Public,13,Single,White,Male,40,<=50K
47,Public,10,Single,Black,Female,40,<=50K
46,Private,10,Married,White,Female,40,>50K
42,Public,12,Single,Black,Male,40,<=50K
37,Private,7,Single,White,Male,60,>50K
25,Private,13,Single,White,Male,40,<=50K
29,Private,6,Married,White,Male,40,<=50K
26,Private,10,Single,White,Male,45,<=50K
45,Self-emp,13,Married,White,Male,40,>50K
34,Private,9,Single,White,Female,30,<=50K
33,Public,12,Single,Black,Female,40,<=50K
43,Private,13,Married,White,Male,40,>50K
28,Private,9,Married,White,Male,45,<=50K
51,Self-emp,10,Married,White,Male,75,<=50K
21,Private,10,Single,White,Female,35,<=50K
23,Private,12,Single,White,Female,35,<=50K
30,Private,9,Single,White,Female,40,<=50K
46,Private,14,Married,White,Male,45,>50K
38,Self-emp,9,Single,White,Male,50,<=50K
38,Private,9,Single,White,Male,40,<=50K
36,Private,13,Married,White,Male,50,>50K
37,Self-emp,15,Married,White,Male,50,>50K
44,Public,14,Single,White,Male,42,<=50K
33,Private,9,Married,White,Male,40,>50K
45,Public,13,Single,White,Male,40,<=50K
47,Private,10,Married,White,Male,40,<=50K
54,Private,9,Married,Asian,Male,40,>50K
17,Private,6,Single,White,Male,30,<=50K
43,Private,9,Married,White,Female,36,>50K
45,Private,13,Married,White,Female,50,>50K
37,Private,10,Single,White,Female,40,<=50K
44,Public,11,Married,White,Male,40,>50K
55,Public,14,Married,White,Female,50,<=50K
41,Private,9,Married,White,Male,48,<=50K
23,Private,13,Single,White,Female,40,<=50K
38,Private,10,Single,Black,Female,40,<=50K
23,Private,13,Single,White,Female,40,<=50K
35,Private,9,Married,White,Male,40,>50K
18,Private,7,Single,White,Male,20,<=50K
47,Private,11,Married,White,Male,40,<=50K
25,Private,10,Single,White,Female,8,<=50K
41,Self-emp,9,Married,White,Male,50,<=50K
23,Private,10,Single,Asian,Female,24,<=50K
38,Private,9,Married,White,Female,40,<=50K
26,Private,10,Married,White,Male,50,<=50K
30,Public,10,Single,White,Male,40,<=50K
42,Private,10,Married,White,Male,40,>50K
35,Private,9,Single,White,Female,40,<=50K
29,Private,10,Single,White,Female,40,<=50K
21,Private,10,Married,White,Female,15,<=50K
48,Public,14,Single,White,Male,40,>50K
44,Self-emp,9,Single,White,Male,60,<=50K
34,Public,5,Single,White,Male,40,<=50K
19,Private,9,Single,White,Female,25,<=50K
32,Private,10,Single,White,Male,40,>50K
31,Public,12,Single,Black,Female,40,<=50K
25,Private,9,Married,White,Male,40,<=50K
47,Public,9,Married,Black,Male,40,>50K
46,Public,7,Married,White,Female,40,<=50K
18,Private,8,Single,White,Male,40,<=50K
31,Private,10,Married,White,Female,20,<=50K
28,Public,9,Married,White,Female,40,<=50K
38,Private,9,Married,White,Male,48,>50K
38,Self-emp,9,Married,White,Male,40,>50K
41,Private,11,Married,White,Male,40,>50K
46,Private,10,Married,White,Male,40,>50K
38,Public,10,Married,White,Male,44,<=50K
24,Private,13,Single,White,Male,60,<=50K
49,Private,9,Married,White,Male,40,>50K
60,Public,10,Single,Amer-Indian,Female,40,<=50K
44,Private,13,Married,White,Male,60,>50K
63,Self-emp,11,Married,White,Male,40,>50K
40,Private,9,Married,White,Male,60,>50K
45,Self-emp,10,Married,White,Male,50,>50K
49,Private,10,Married,White,Male,50,>50K
36,Private,9,Single,White,Female,40,<=50K
65,Public,9,Married,White,Male,8,<=50K
41,Private,13,Married,White,Male,20,<=50K
25,Private,14,Single,White,Female,40,<=50K
60,Private,11,Married,White,Male,40,<=50K
17,Public,7,Single,White,Female,20,<=50K
28,Private,12,Married,White,Female,16,>50K
38,Private,12,Single,Hispanic,Male,50,<=50K
47,Private,14,Single,White,Female,35,<=50K
45,Self-emp,10,Married,White,Male,45,<=50K
51,Private,13,Single,White,Male,40,<=50K
23,Private,9,Single,Black,Male,40,<=50K
44,Self-emp,14,Married,White,Female,60,>50K
34,Private,9,Single,White,Male,50,<=50K
19,Private,10,Single,White,Male,10,<=50K
46,Public,9,Married,White,Male,40,<=50K
30,Private,16,Married,Asian,Male,40,>50K
37,Private,6,Married,White,Male,35,<=50K
56,Private,15,Married,White,Male,45,>50K
29,Private,9,Married,White,Male,45,<=50K
46,Self-emp,14,Married,White,Male,50,>50K
55,Private,9,Married,White,Male,40,<=50K
45,Private,13,Single,White,Male,48,>50K
34,Private,9,Married,White,Male,40,<=50K
41,Private,13,Single,White,Male,40,<=50K
34,Private,15,Married,White,Male,50,>50K
27,Private,9,Single,Black,Male,40,<=50K
29,Private,10,Single,Black,Male,37,<=50K
19,Public,8,Single,White,Female,30,<=50K
47,Public,13,Married,White,Male,40,<=50K
43,Self-emp,10,Married,White,Male,50,>50K
52,Private,11,Single,Black,Female,60,<=50K
33,Self-emp,12,Single,White,Male,60,<=50K
29,Private,5,Married,White,Male,40,<=50K
23,Private,9,Married,White,Male,40,<=50K
23,Private,10,Single,White,Male,40,<=50K
39,Private,13,Married,White,Male,60,<=50K
43,Private,3,Single,White,Female,40,<=50K
31,Private,9,Married,White,Male,40,>50K
47,Self-emp,9,Married,White,Male,40,>50K
26,Private,9,Single,White,Male,60,<=50K
58,Public,10,Single,White,Female,55,<=50K
47,Self-emp,15,Single,White,Male,50,>50K
55,Private,13,Single,White,Female,38,<=50K
26,Private,9,Married,White,Female,40,<=50K
28,Private,9,Single,White,Female,40,<=50K
36,Private,9,Married,Black,Male,40,<=50K
40,Private,9,Married,White,Male,50,<=50K
19,Private,7,Single,White,Male,40,<=50K
63,Self-emp,13,Married,White,Male,40,>50K
42,Private,13,Married,White,Male,40,<=50K
76,Private,5,Married,White,Male,13,<=50K
23,Public,11,Single,White,Female,40,<=50K
38,Self-emp,3,Single,White,Male,40,<=50K
33,Public,14,Single,Asian,Male,30,<=50K
48,Public,14,Married,White,Male,40,>50K
56,Private,10,Single,White,Male,40,>50K
32,Private,9,Married,Black,Male,40,<=50K
44,Public,10,Single,White,Female,25,<=50K
27,Private,9,Single,Black,Female,40,<=50K
33,Public,10,Single,White,Male,50,<=50K
22,Private,3,Single,White,Male,40,<=50K
44,Private,9,Married,White,Male,40,<=50K
42,Private,9,Married,Amer-Indian,Male,60,<=50K
34,Private,10,Single,White,Female,40,<=50K
45,Public,9,Married,White,Male,40,<=50K
57,Self-emp,9,Married,White,Male,40,<=50K
59,Public,13,Married,White,Male,40,>50K
33,Public,10,Married,Black,Female,40,>50K
52,Private,9,Married,Hispanic,Male,49,<=50K
17,Private,8,Single,White,Female,15,<=50K
29,Private,9,Single,White,Male,30,<=50K
63,Self-emp,13,Married,White,Male,30,>50K
20,Private,10,Single,White,Male,24,<=50K
42,Self-emp,15,Married,White,Male,50,>50K
50,Self-emp,9,Married,White,Male,50,<=50K
55,Private,9,Married,White,Female,30,<=50K
27,Private,12,Married,Black,Female,25,<=50K
28,Private,13,Married,White,Male,45,<=50K
55,Private,11,Married,White,Male,45,<=50K
44,Public,10,Married,White,Male,40,<=50K
53,Public,10,Single,White,Female,40,<=50K
23,Private,9,Married,White,Male,40,<=50K
25,Private,9,Single,White,Female,40,<=50K
44,Public,13,Single,White,Female,40,<=50K
55,Private,14,Married,White,Male,40,>50K
48,Self-emp,10,Married,White,Male,35,>50K
46,Private,9,Married,White,Male,40,<=50K
26,Private,10,Single,White,Male,40,<=50K
30,Private,4,Single,White,Male,45,<=50K
32,Private,14,Married,White,Male,40,>50K
52,Private,9,Married,White,Male,48,<=50K
52,Private,9,Married,White,Male,50,>50K
39,Private,9,Single,White,Female,47,<=50K
57,Public,13,Married,White,Male,40,>50K
